doc_id,category,text
sci_med_017,sci.med,"I have seen a fair bit of traffic recently concerning Epilepsy and
seizures.  I am also interested in this subject -- I have a son with
Epilepsy and I am very active with the local association.  I posted a
message like this a few months ago and received no replies, but here it
is again.

Is anyone interested in participating in a mailing list on Epilepsy and
seizures?  This would allow us to hold discussions and share
information via electronic mail.  I already run a Listserver for two
other groups, so the mechanics would be easy.

If you are interested, mail me a note.  If I get enough replies, I will
make it happen and provide you with the details.

BTW, I have also started a database on Epilepsy.  This is part of my
research on natural language question answering systems.  Users of this
service are able to ask questions about Epilepsy and the program
searches the database and retrieves its best response.  The technology
works by comparing your question against a set of questions that have
been seen before.  All new questions that are not answered are recorded
and used to improve the system.

This database is still small and sparse, but we are adding new
information.  To try it out, do the following

	telnet debra.dgbt.doc.ca
	login: chat

	Then select the Epilepsy item from the menu of databases.

-- 
Andrew Patrick, Ph.D.       Communications Research Centre, Ottawa, CANADA
                       andrew@calvin.dgbt.doc.CA"
rec_sport_baseball_015,rec.sport.baseball,"Has anyone heard anything about Mel Hall this season?  I'd heard he wasn't
with the Yankees any more.  What happened to him?

				Doug Dolven"
sci_med_018,sci.med,"How long ago was this?  When I said you'd get counselling, I meant if
you did it now.  Long ago, practices varied and agencies had to gear
up to provide the counselling.


Good for her.  What we don't need is everyone suing community service
agencies that provide blood that people need.  Testing is not fool proof.
The fact that he got AIDS from a transfusion (if he really did) does
not mean the Red Cross screwed up.  Prior to 1983 or so, there wasn't
a good test and a lot of bad blood got through.  This wasn't the fault
of the Red Cross.  When did he get the transfusions?

-- 
----------------------------------------------------------------------------
Gordon Banks  N3JXP      | ""Skepticism is the chastity of the intellect, and
geb@cadre.dsl.pitt.edu   |  it is shameful to surrender it too soon."""
rec_sport_baseball_016,rec.sport.baseball,"Does anybody have a GIF of the Tiger Stadium seating chart?  Thanks!
-- 
------------------------------------------------------------------------------
Brian Curran                 Mead Data Central              brian@meaddata.com"
talk_politics_misc_016,talk.politics.misc,"That was hardly the point, was it? I was commenting on this all-too-common
Republican attitude that if people disagree with us, they must be idiots, they
must be sheep being led around by the Evil Liberal Media Conspiracy. This is
a dangerous attitude indeed. Because it's not a very big step from ""people
are sheep, they can't think for themselves"" to ""people are sheep and need
firm leadership from we, who know better""... this sort of attitude makes
me worry about what'll happen to the United States if the extremist wing
of the Republican party ever gets back into power again.


Hey! This is a government-funded newsgroup! Let's have some separation
of church and state, damn it!




More like:

Broward: ""Clinton's going to raise your income taxes by over $1000!""
Mark:    ""No, he's not, only about $204.""
Broward: (silence)


OK, I predict that in 1996 the Republicans will STILL be bitter. Yeah, yeah,
I know, it's not very impressive to predict things that are inevitable..."
rec_sport_baseball_017,rec.sport.baseball,"The Angels won their home opener against the Brewers today before 33,000+ 
at Anaheim Stadium, 3-1 on a 3-hitter by Mark Langston.  J.T. Snow and 
Gary Discarcina hit home runs for the Angels."
sci_med_019,sci.med,"SP> From: paulson@tab00.larc.nasa.gov (Sharon Paulson)
SP> to describe here.  I have a fourteen year old daugter who experienced
SP> a seizure on November 3, 1992 at 6:45AM after eating Kellog's Frosted
SP> Flakes.

SP> Well, we were going along fine and the other morning, April 5, she had
SP> a bowl of another Kellog's frosted kind of cereal, Fruit Loops (I am

SP> When I mentioned what she ate the first time as a possible reason for
SP> the seizure the neurologist basically negated that as an idea.  Now
SP> after this second episode, so similar in nature to the first, even
SP> he is scratching his head.

There's no data that sugar-coated cereals cause seizures.  I haven't
even seen anything anecdotal on it.  Given how common they are eaten
- do you know any child or adolescent who *doesn't* eat the stuff? -
I think that if there were a relationship we would know it by now.
Also, there's nothing weird in those cereals.  As far as the brain
is concerned (except for a few infantile metabolic disorders such as
galactosemia), sugar is sugar, regardless if it is coated on cereal,
sprinkled onto cereal, or dissolved in soda, coffee or whatever.

There was some interest a few years ago in aspartame lowering
seizure thresholds, but I don't believe anything ever came of it."
rec_sport_baseball_018,rec.sport.baseball,"} How does one read the betting spreads for baseball?  They tend to be something
} like 8-9 which means it must not be runs!

that spread means you bet $5 on the underdog to win $8, or $9 on the
favorite to win $5."
rec_sport_baseball_019,rec.sport.baseball,"I wish I hadn't sold my copy of Jewish Baseball Stars.  It's a Short Shelf
(i.e., the one on top of the toilet tank) Special.  The writing in that 
books is so astonishingly awful -- every sportswriting cliche taken to
the nth degree and then mangled -- that it's funny.

Rusinow is the author, I think."
talk_politics_misc_017,talk.politics.misc,"Yes, and of course the Kinsey Report taken 50 years ago in much more liberal 
times regarding homosexuality.........


Or smart enough to realize that that argument would have to apply to every 
survey regarding homosexuality.  Therefore, they would look stupid. (Actually, 
Idid see Bryant Gumble bring that point up.  Hee, hee)."
talk_politics_misc_018,talk.politics.misc,"If you happen to know a political position which does not
have people advocating it who do more harm than good, please point it
out.
       

       One of the advantages and draw-backs of requiring proof
on the part of the government before they may take action against
citizens.  (and part of the reason some of us believe weapons should
be available.)


       We are not arguing the absolute sanctity of the U.S.
Constitution.  In fact, the fillibuster we're talking about isn't
*in* the Constitution.  I objected to your suggestion that the Senate
wasn't intended to exercise the power it was clearly given.


       I'll point out again that Reagan only had a Republican Majority
in the Senate during his first term, and his coalition in the House
came apart at about the same time.  Bush never had any real support in
Congress.

       The real point is that everybody, *everywhere* got their pork,
from the big corporations to the guy I saw last night leaving a
convenience store with an armful of junk-food he'd bought with
food stamps.  (He spent more in food stamps on junk than I *make* in a week
and I'm not on government assitance.)


       Lessee, let's pull out the old Almanac.

       In 1980, total U.S. government budget outlays were 590.9 billion
dollars.  In 1992 (est) they were 1.4754 trillion dollars, an increase of
approx. 884 billion dollars.

       In 1980, National Defense cost 133.9 billion dollars.  In
192 it was 307 billion dollars, and increase of 174 billion dollars.
That leaves an increase of 710 billion dollars unaccounted
for.  (This represented an increase of 230%)

       In 1980, Income Security (which includes retirement programs,
Housing Assitance, and unemployment benefits, and I believe welfare)
cost 86.5 billion dollars.  In 1992 it was 198 billion dollars, or
more than national defense started.  (This represented an increase
of 230%)

       In 1980, the Federal Government spent 32 billion dollars on
Medicare.  In 1992 they spent 118 billion dollars.  (an increase of
368%)

       In 1980, the Feds spent 9 billion dollars on housing
credits and subsidies of that like.  In 1992 it was 87 billion.

       In 1980, Health care services and research was 23 billion
dollars.  In 1992, it was 94 billion dollars.

       Agriculture, up 9 billion to 17 billion.

       Science, up 11 billion to 16 billion.

       Resource conservation up 7 billion to 20 billion.

       Education up 14 billion to 45 billion.

       Veteran benefits up 12 billion to 33 billion.

       Trasnportation up 13 billion to 34 billion.
     
       About the only things I see which was seriously decreased was under 
the Energy category, primarily under ""Supply,"" and ""Community Development,""
in the area of ""disaster relief,"" and between the two of them
represent a loss of less than 11 billion dollars.

       Where *was* this huge diversion?


       Not that's a stretch.  If the current government was pushed by
the President to create this mess, wouldn't one expect it to begin to
equalize once the pressure is gone?


       Only assuming that the new role is a positive role we want
to continue. I see very little positive about it.


       The Constitution was *designed* to frustrate the democratic
process, so that the voters could be absolutely sure they were getting
what they wanted by the time it happened.  Nor do I see putting the
brakes on the ""democratic process"" an inherently bad thing.  Califronia's
riding the edge and every time they pull their ballot initiative nonsense
it gets worse.


       Sometimes, or perhaps most of the time, the people should be
told, ""no,"" and pointed to their local government.       


       Phill, would you do me the very great favor of repeating that
in talk.politics.guns?


       Cute.  We can eliminate violations of the law by eliminating
the law.


       Free speech alone is dangerous, Phill.


       OK, Phill.  All you gotta show me is a clear pattern of
*reduction* in homicide rates across several countries and that'll
be it.  (Not current, mind, you, reduction.)



        Who's chaining anything to freedom of speech?  By *calling*
it a freedom?  


       Phill, you're a master of subtly changing the subject.  I haven't
*based* my argument against raw democracy on the Constitution.  I've
tried to explain why it isn't a good idea.  The only time I've referred
to the Constitution is to point out it doesn't contain the restrictions
on the veto and the Senate you appear to believe were ""meant,"" but
just didn't make it in there.
     
       The Constitution doesn't *contain* the 41% fillibuster rule.
I only believe that the rule is a good idea.  You cn't dismiss that
as venerating the Constitution because it isn't *in* the Constitution."
rec_sport_baseball_020,rec.sport.baseball,"Wasn't Ron Bloomberg, the former Yankee who got the first base hit
by a Designated Hitter, Jewish??"
sci_med_020,sci.med,"I posted this to sci.psychology on April 3, and after seeing
your post here on panice disorder thought it would be
relevant.

-----

My research indicates that two schools of thought exist.
the literature promoting medication says it's the superior
treatment.  Not surprisingly, literature promoting cognitive
therapy also claims to be superior.

What are the facts?  Early in my research I didn't have a
bias towards either medication or cognitive therapy.  I
was interested in a treatment that worked.  After reading
journals published after 1986, the cognitive therapy camp
claims a higher success rate (approx 80%), a lower drop-out
rate, and no side effects associated with medication.

Lars-Goran Ost published an excellent article titled
""Applied Relaxation: Description of a coping technique and
a review of controlled studies.""  This is from Behav. Res. Ther.,
vol. 25, no. 5, pp. 397-409, 1987.  The article provides
instructions on how to perform applied relaxation (AR).
Briefly, you start with two 15 minute sessions daily, and
progress in 8-12 weeks to performing 10-15 thirty second sessions
daily.

I'll snail mail this article to anyone interested (USA only please;
International please pay for postage)."
talk_politics_misc_019,talk.politics.misc,"... an amazing illustration of disconnection from reality.

Glad to see that you agree that the current Government is reticent
about admitting the sovereignty of the people!  Speaking from personal
experience, I have had judges illegally assume jurisdiction even after
I demanded that the DA prove such jurisdiction on the record, and the
DA stood mute.  I have also had an appellate court uphold such action
and hide behind California Rules of Court, Rule 106 (""The judges of
the appellate department shall not be required to write opinions in
any cases decided by them, but may do so whenever they deem it
advisable or in the public interest."").  That is reality, I agree."
talk_politics_misc_020,talk.politics.misc,"One of the commentators on one of the Big Three news programs 
described the VAT (which ain't a sales tax) as a tax ""government's love.""
I was even surprised he got the reason right:  it effectively hides the
majority of the tax the consumer has to pay *from* the consumer.  It's
kind of like they do with cars.  You pay far more for automobile taxes than
most people realize because it's contained in two dozen different taxes,
everything from your license to your tires to your gasoline."
